company_name,company_domain,cleaned_url,created_at,domain_age,votes_count,reviews_count,email_valid,email_guess,linkedin_enriched,linkedin_url,linkedin_follower_count,industry,industry_freq,employees,hq_country,hq_country_freq,hq_state,hq_city,lead_score,lead_score_final,founded_recently,shap_explanation,lead_score_predicted
Coda,coda.io,https://coda.io/welcome,2017-10-19 14:47:28,7.71,3427,124,1,contact@coda.io,1,https://www.linkedin.com/company/codainc,41079.0,Software Development,0.5333333333333333,350.0,US,0.4444444444444444,California,San Francisco,0.3595273196022691,0.6488230371050224,0,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.010310218010514897}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.00721817695205876}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.015110555024309885}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.00027325248196979776}, {""feature"": ""votes_count"", ""value"": 3427.0, ""impact"": 0.019647968049846695}, {""feature"": ""reviews_count"", ""value"": 124.0, ""impact"": 0.1287056290727277}, {""feature"": ""linkedin_follower_count"", ""value"": 41079.0, ""impact"": -0.003376443680220594}, {""feature"": ""employees"", ""value"": 350.0, ""impact"": -0.007367436063901146}, {""feature"": ""domain_age"", ""value"": 7.71, ""impact"": 0.007690562583997639}, {""feature"": ""founded_recently"", ""value"": 0.0, ""impact"": 0.005612294135223945}]",0.6309457954489249
Amazon Go,amazon.com,https://www.amazon.com/b,2016-12-05 14:56:37,8.58,3378,19,1,contact@amazon.com,1,https://www.linkedin.com/company/go-north-group,2878.0,"Technology, Information and Internet",0.0222222222222222,125.0,,0.2666666666666666,,,0.2779701956124198,0.4938643448883989,0,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.02267289545246361}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": -0.002560525513399625}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.020059207389325213}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0004904863903195494}, {""feature"": ""votes_count"", ""value"": 3378.0, ""impact"": 0.03177942765752151}, {""feature"": ""reviews_count"", ""value"": 19.0, ""impact"": -0.031720699066419104}, {""feature"": ""linkedin_follower_count"", ""value"": 2878.0, ""impact"": -0.01037083182907534}, {""feature"": ""employees"", ""value"": 125.0, ""impact"": -0.005693739710032888}, {""feature"": ""domain_age"", ""value"": 8.58, ""impact"": 0.02319465697736531}, {""feature"": ""founded_recently"", ""value"": 0.0, ""impact"": 0.008696209786770244}]",0.4583223183455316
Station,jetlosko-c.online,https://jetlosko-c.online/api/v1/px,2017-10-04 07:10:07,7.75,3375,421,0,,1,https://www.linkedin.com/company/stationainc,4049.0,Software Development,0.5333333333333333,31.0,US,0.4444444444444444,California,San Francisco,0.3164477309887933,0.5669717360021882,0,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.009383358898533818}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.00783955642295445}, {""feature"": ""email_valid"", ""value"": 0.0, ""impact"": -0.049207666286383754}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.00029375406156759707}, {""feature"": ""votes_count"", ""value"": 3375.0, ""impact"": 0.033008851618433255}, {""feature"": ""reviews_count"", ""value"": 421.0, ""impact"": 0.15439574105241466}, {""feature"": ""linkedin_follower_count"", ""value"": 4049.0, ""impact"": -0.005932837459759968}, {""feature"": ""employees"", ""value"": 31.0, ""impact"": -0.006156677892431617}, {""feature"": ""domain_age"", ""value"": 7.75, ""impact"": 0.012358795605541673}, {""feature"": ""founded_recently"", ""value"": 0.0, ""impact"": 0.006273838925295018}]",0.6093777401056653
Carrd,carrd.co,https://carrd.co/,2016-03-01 15:32:21,9.34,3353,68,1,contact@carrd.co,1,https://www.linkedin.com/company/hallmark-cards,104810.0,Retail,0.0222222222222222,10000.0,US,0.4444444444444444,Missouri,Kansas City,0.3992727373827819,0.7243394072217293,0,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.02355844722042093}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.007159123360341053}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.014135673892128074}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0002482024328653804}, {""feature"": ""votes_count"", ""value"": 3353.0, ""impact"": 0.019422334961887423}, {""feature"": ""reviews_count"", ""value"": 68.0, ""impact"": 0.0910369412103642}, {""feature"": ""linkedin_follower_count"", ""value"": 104810.0, ""impact"": 0.07090516286520546}, {""feature"": ""employees"", ""value"": 10000.0, ""impact"": 0.05134911551734452}, {""feature"": ""domain_age"", ""value"": 9.34, ""impact"": 0.014752813317560747}, {""feature"": ""founded_recently"", ""value"": 0.0, ""impact"": 0.00537019625634356}]",0.6979421266235738
AutoDraw,autodraw.com,https://www.autodraw.com/,2017-04-11 17:30:04,8.23,3239,26,0,,1,https://www.linkedin.com/company/global-auto-egypt,13225.0,Motor Vehicle Manufacturing,0.0222222222222222,3000.0,EG,0.0222222222222222,Cairo,Maadi,0.1914776728920909,0.329528385605101,0,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.0194352129517938}, {""feature"": ""hq_country_freq"", ""value"": 0.0222222222222222, ""impact"": -0.010124812458687099}, {""feature"": ""email_valid"", ""value"": 0.0, ""impact"": -0.05483753410727432}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.000517138065252867}, {""feature"": ""votes_count"", ""value"": 3239.0, ""impact"": 0.02577961473515542}, {""feature"": ""reviews_count"", ""value"": 26.0, ""impact"": -0.03515764661472834}, {""feature"": ""linkedin_follower_count"", ""value"": 13225.0, ""impact"": 0.006403768654935346}, {""feature"": ""employees"", ""value"": 3000.0, ""impact"": -0.008902219994585419}, {""feature"": ""domain_age"", ""value"": 8.23, ""impact"": 0.01954026632075612}, {""feature"": ""founded_recently"", ""value"": 0.0, ""impact"": 0.009375774078459168}]",0.38028016309483853
f.lux,justgetflux.com,https://justgetflux.com/,2014-01-07 00:54:05,11.49,3220,44,1,contact@justgetflux.com,1,https://ke.linkedin.com/company/flux-earth,2760.0,Environmental Services,0.0222222222222222,31.0,KE,0.0222222222222222,,Nairobi,0.2790827083693996,0.4959781212633157,0,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.01873386221017831}, {""feature"": ""hq_country_freq"", ""value"": 0.0222222222222222, ""impact"": -0.013750985416683964}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.017019260479396003}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.000335473200539127}, {""feature"": ""votes_count"", ""value"": 3220.0, ""impact"": 0.014368743662150034}, {""feature"": ""reviews_count"", ""value"": 44.0, ""impact"": 0.03879370236876033}, {""feature"": ""linkedin_follower_count"", ""value"": 2760.0, ""impact"": -0.0132303780655396}, {""feature"": ""employees"", ""value"": 31.0, ""impact"": -0.007043040060832734}, {""feature"": ""domain_age"", ""value"": 11.49, ""impact"": 0.026086157275130972}, {""feature"": ""founded_recently"", ""value"": 0.0, ""impact"": 0.007685254543159519}]",0.4986513448434759
Bubble,bubble.io,https://bubble.io/,2015-10-05 11:54:13,9.75,3154,65,1,contact@bubble.io,1,https://www.linkedin.com/company/bubble-facecare,31314.0,Manufacturing,0.0222222222222222,31.0,US,0.4444444444444444,NY,New York,0.2957994325663275,0.5277399293430654,0,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.018430704627017905}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.008925668605661486}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.015402733959490433}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.00032515532705777636}, {""feature"": ""votes_count"", ""value"": 3154.0, ""impact"": 0.018085979475856422}, {""feature"": ""reviews_count"", ""value"": 65.0, ""impact"": 0.06057283254469641}, {""feature"": ""linkedin_follower_count"", ""value"": 31314.0, ""impact"": 0.0010846509166488735}, {""feature"": ""employees"", ""value"": 31.0, ""impact"": -0.006209080213173164}, {""feature"": ""domain_age"", ""value"": 9.75, ""impact"": 0.012903647546934533}, {""feature"": ""founded_recently"", ""value"": 0.0, ""impact"": 0.007296300663761536}]",0.5470782081396905
Prisma,prisma-ai.com,https://prisma-ai.com/,2016-06-17 14:09:43,9.05,3150,27,1,contact@prisma-ai.com,1,https://www.linkedin.com/company/prisma-health,78819.0,Hospitals and Health Care,0.0222222222222222,10000.0,US,0.4444444444444444,South Carolina,Greenville,0.3849086998001904,0.6970477082277107,0,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.026030380029260412}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.009062024665763602}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.01703915306085643}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0003112005622824654}, {""feature"": ""votes_count"", ""value"": 3150.0, ""impact"": 0.015917555171876707}, {""feature"": ""reviews_count"", ""value"": 27.0, ""impact"": 0.00861975589812371}, {""feature"": ""linkedin_follower_count"", ""value"": 78819.0, ""impact"": 0.07662882072521218}, {""feature"": ""employees"", ""value"": 10000.0, ""impact"": 0.06922261438545926}, {""feature"": ""domain_age"", ""value"": 9.05, ""impact"": 0.019083483261541308}, {""feature"": ""founded_recently"", ""value"": 0.0, ""impact"": 0.006153767341877231}]",0.6431290035180016
Tabl 1.0,tablbrowser.com,https://tablbrowser.com/,2025-06-30 07:01:00,0.01,687,0,0,,1,https://jp.linkedin.com/company/undeskhq?trk=ppro_cprof,72.0,Software Development,0.5333333333333333,6.0,,0.2666666666666666,,,0.1281077009792798,0.2091253172644915,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.021792466493692094}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": -0.0024604431758537735}, {""feature"": ""email_valid"", ""value"": 0.0, ""impact"": -0.0992495813151537}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0005345318573138987}, {""feature"": ""votes_count"", ""value"": 687.0, ""impact"": -0.03201402904790787}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.06094632438681502}, {""feature"": ""linkedin_follower_count"", ""value"": 72.0, ""impact"": -0.0322503570388815}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.005360302453643979}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.018984798819615713}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005522164260845683}]",0.2126600210910717
Cursor Agents: Browsers & Mobile,authenticator.cursor.sh,https://authenticator.cursor.sh/,2025-07-01 07:01:00,0.01,628,0,0,,1,https://www.linkedin.com/company/strawberry-browser,2276.0,Software Development,0.5333333333333333,6.0,,0.2666666666666666,,,0.1268349881647783,0.2067071604726086,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.02129508736899071}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": -0.00240601623607088}, {""feature"": ""email_valid"", ""value"": 0.0, ""impact"": -0.09770392927392903}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0005265611589291236}, {""feature"": ""votes_count"", ""value"": 628.0, ""impact"": -0.03209200531281466}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.059318541715361384}, {""feature"": ""linkedin_follower_count"", ""value"": 2276.0, ""impact"": -0.029387992276234502}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.005879968690229968}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.018685230069968382}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005338716607366223}]",0.21813027249945696
Pokecut,pokecut.com,https://www.pokecut.com/,2025-06-30 07:01:00,0.01,484,0,1,contact@pokecut.com,1,https://ca.linkedin.com/company/process-design-institute,10.0,Business Consulting and Services,0.0222222222222222,6.0,CA,0.0666666666666666,,Toronto,0.1625579778444005,0.2745809094722811,1,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.036656580328942964}, {""feature"": ""hq_country_freq"", ""value"": 0.0666666666666666, ""impact"": -0.008913280548747732}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.029207740624810363}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0005240139082565697}, {""feature"": ""votes_count"", ""value"": 484.0, ""impact"": -0.03002555223219032}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.05691942348866077}, {""feature"": ""linkedin_follower_count"", ""value"": 10.0, ""impact"": -0.029801061076674764}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.005373870870001459}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.014721393189231297}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005481557603020014}]",0.2889600586708972
